artigos|macrotemas|nomes_normas
 Dentro do período de uso estabelecido o DIU quando retirado deve cumprir com o especificado no Art. 18.|produtos para a saúde|RDC 69_2009
 No ensaio de resistência à deformação simulando as condições de inserção, o DIU deve recuperar sua forma original.|produtos para a saúde|RDC 69_2009
 Todas as partes do DIU devem ser detectáveis por exames radiológicos (Raios-X).|produtos para a saúde|RDC 69_2009
 Quando o sulfato de bário for utilizado nos componentes plásticos, para torná-los radiopacos, a concentração deste deve estar entre 15% (p/p) e 25% (p/p).|produtos para a saúde|RDC 69_2009
 O DIU e os instrumentos de inserção devem ser fornecidos estéreis.|produtos para a saúde|RDC 69_2009
 O corpo plástico do DIU deve ser visco-elástico, conforme os Artigos 22 e 23, biocompatível e não absorvível.|produtos para a saúde|RDC 69_2009
 O fio deve ser biocompatível e não absorvível.|produtos para a saúde|RDC 69_2009
 O DIU deve ser fornecido com instruções de uso que atendam ao estabelecido na Resolução ANVISA RDC no 185, de 22 de outubro de 2001, ou em norma que venha a substituí-la.|produtos para a saúde|RDC 69_2009
 O DIU deve ser fornecido com impresso contendo informações para a mulher, em linguagem que facilite a compreensão por leigos.|produtos para a saúde|RDC 69_2009
 O Dispositivo Intra-Uterino (DIU) contendo cobre, para ser registrado no Brasil, deve cumprir o estabelecido na Resolução ANVISA RDC no 185, de 22 de outubro de 2001, ou em norma que venha a substituí-la.|produtos para a saúde|RDC 69_2009
 Para a demonstração do desempenho clínico mínimo exigido, os ensaios clínicos desenvolvidos de acordo com o estabelecido na Norma ISO 14155 devem demonstrar que o DIU apresenta taxa de gravidez menor ou igual a 2 em cada 100 mulheres durante o primeiro ano; e taxa de expulsão menor que 10 em cada 100 mulheres durante o primeiro ano.|produtos para a saúde|RDC 69_2009
 Os ensaios clínicos devem ter duração mínima de três anos e investigar no mínimo 10.000 ciclos menstruais tendo no mínimo 400 participantes no 1o ano e 200 mulheres completando os três anos de ensaio com o DIU in situ, devendo apresentar registros que comprovem a verificação da permanência in situ.|produtos para a saúde|RDC 69_2009
 Os ensaios previstos neste Regulamento, para determinação do comprimento, diâmetro do fio de cobre, comprimento do fio de cobre, comprimento do fio para remoção e verificação da presença do DIU, determinação do diâmetro externo de instrumentos de inserção, resistência à tração, resistência à deformação, concentração de sulfato de bário, esterilidade e concentração de cobre, devem ser realizados para fins de Registro junto à ANVISA/MS.|produtos para a saúde|RDC 69_2009
 Fica revogada a Portaria DIMED no 6, de 06 de julho de 1984, e demais disposições em contrário.|produtos para a saúde|RDC 69_2009
o Fica aprovado o Regulamento Técnico que estabelece as diretrizes para a rotulagem de medicamentos.|medicamentos|RDC 71_2009
o Este Regulamento possui o objetivo de aprimorar a forma e o conteúdo dos rótulos de todos os medicamentos registrados e comercializados no Brasil, visando garantir o acesso à informação segura e adequada em prol do uso racional de medicamentos.|medicamentos|RDC 71_2009
o Este Regulamento se aplica a todos os medicamentos registrados na Anvisa.|medicamentos|RDC 71_2009
o Para efeito deste Regulamento Técnico são adotadas as seguintes definições:|medicamentos|RDC 71_2009
° Os rótulos das embalagens secundárias de medicamentos devem conter as seguintes informações:|medicamentos|RDC 71_2009
° Nos rótulos das embalagens secundárias de medicamentos devem ser inseridas as seguintes frases de advertência:|medicamentos|RDC 71_2009
° No caso de contra-indicação, precaução ou advertência para o uso de princípios ativos, classe terapêutica e excipientes, devem-se incluir, em negrito, as frases de advertências previstas em norma específica.|medicamentos|RDC 71_2009
° Os rótulos das embalagens primárias de medicamentos devem conter as seguintes informações:|medicamentos|RDC 71_2009
° A impossibilidade de fazer constar na embalagem primária todas as informações exigidas nesta Resolução, deve ser justificada à Anvisa no momento da notificação, do registro ou pós-registro.|medicamentos|RDC 71_2009
. Os rótulos das caixas de transporte de medicamentos devem conter, impressas ou etiquetadas, as seguintes informações mínimas:|medicamentos|RDC 71_2009
. As letras utilizadas nos rótulos para identificação do nome comercial do medicamento e para a denominação genérica dos princípios ativos, devem ser de fácil leitura e ostentar o mesmo destaque.|medicamentos|RDC 71_2009
. A denominação genérica de cada princípio ativo deve ser disposta nos rótulos imediatamente abaixo do nome comercial, respeitando as seguintes regras de proporcionalidade:|medicamentos|RDC 71_2009
. A concentração por unidade de medida ou unidade farmacotécnica de cada princípio ativo que for disposto na identificação do medicamento, deve estar no mesmo campo de impressão, abaixo ou ao lado, do nome comercial ou da denominação genérica dos princípios ativos, com tamanho mínimo de 50% da altura do maior caractere do nome comercial.|medicamentos|RDC 71_2009
. A descrição da forma farmacêutica pode ser disposta com a quantidade total de peso líquido, volume ou unidades farmacotécnicas do medicamento.|medicamentos|RDC 71_2009
. As impressões do nome comercial, denominação genérica de cada princípio ativo e respectivas concentrações, devem ser repetidas nos rótulos das embalagens primárias destrutíveis, com mais de uma dose, visando permitir a identificação do medicamento durante todo o tratamento.|medicamentos|RDC 71_2009
. No caso de serem incluídas as logomarcas das empresas farmacêuticas: titular do registro, fabricante e responsáveis pela comercialização e embalagem do medicamento, elas devem ter dimensão máxima de 50% do tamanho do nome comercial ou, na sua ausência, da denominação genérica dos princípios ativos.|medicamentos|RDC 71_2009
. Não podem constar nos rótulos dos medicamentos, designações, símbolos, figuras, representações gráficas ou quaisquer indicações que possam tornar a informação falsa e incorreta, que possibilitem interpretação falsa, equívoco, erro e confusão em relação à verdadeira natureza, composição, procedência, qualidade, forma de uso, finalidade e características do medicamento.|medicamentos|RDC 71_2009
. É permitido incluir em outro idioma as mesmas informações exigidas para os rótulos de medicamentos, desde que não prejudiquem a legibilidade das informações obrigatórias e estejam de acordo com as informações constantes do registro do medicamento.|medicamentos|RDC 71_2009
. O número do lote, data de fabricação (mês/ano) e data de validade (mês/ano), devem ser impressos nas embalagens de medicamentos de forma facilmente compreensível, legível e indelével, utilizando letras com a maior dimensão possível para a sua fácil leitura e identificação.|medicamentos|RDC 71_2009
. As embalagens secundárias devem conter lacre ou selo de segurança que seja irrecuperável após seu rompimento e permita detectar qualquer tentativa de rompimento, para garantir a inviolabilidade das embalagens.|medicamentos|RDC 71_2009
. As embalagens de medicamentos devem conter mecanismos de identificação e segurança que possibilitem o rastreamento do produto desde a fabricação até o momento da dispensação, conforme dispostos em normas específicas.|medicamentos|RDC 71_2009
. É facultativo incluir nas embalagens secundárias de medicamentos ou, na sua ausência, nas embalagens primárias, o código de barras GTIN de identificação do produto, caso elas contenham mecanismos de identificação e segurança que possibilitem o rastreamento do produto desde a fabricação até o momento da dispensação.|medicamentos|RDC 71_2009
". É facultativo incluir nas embalagens secundárias de medicamentos ou, na sua ausência, nas embalagens primárias, a tinta reativa e sob a mesma a palavra ""Qualidade"" e a logomarca da empresa titular do registro caso elas contenham mecanismos de identificação e segurança que possibilitem o rastreamento do produto desde a fabricação até o momento da dispensação."|medicamentos|RDC 71_2009
