Assunto/Ementa|Macrotema atual|Tema Biblioteca|Status do Ato|Citadora
Altera o item 5, que trata da aplicação de injetáveis, da Resolução nº 328, de 22/07/1999, que trata do Regulamento Técnico que Institui as Boas Práticas de Dispensação em Farmácias e Drogarias.|Medicamentos||Revogado|RDC 173/2003
Rotulagem de desinfetantes domissanitários|Saneantes||Revogado|RDC 174/2003
Aprova o Regulamento Técnico de Avaliação de Matérias Macroscópicas e Microscópicas Prejudiciais à Saúde Humana em Alimentos Embalados.|Alimentos||Revogado|RDC 175/2003
Aprovar o Regulamento Técnico para o Álcool Metílico (Metanol), comercializado por atacadistas e varejistas.|Saneantes|Regularização de álcool metílico|Revogado|RDC 176/2003
Instituir o informe sonoro para vôo internacional sobre a Declaração de Saúde do Viajante, conforme Anexo, e tornar obrigatória a sua leitura a bordo das aeronaves procedentes do exterior com destino ou escala no território nacional.|Portos, Aeroportos e Fronteiras||Revogado|RDC 185/2003
Dispõe sobre a regulamentação dos procedimentos de análise, avaliação e aprovação dos projetos físicos de estabelecimentos de saúde no Sistema Nacional de Vigilância Sanitária, altera o Regulamento Técnico aprovado pela RDC nº 50, de 21 de fevereiro de 2002 e dá outras providências.|Serviços de Saúde||Revogado|RDC 189/2003
Determina Normas Técnicas para o funcionamento dos bancos de sangue de cordão umbilical e placentário.|Sangue, Tecidos, Células e Órgãos||Revogado|RDC 190/2003
Fica revogada a Resolução da Diretoria Colegiada nº. 106, de 14 de maio de 2003, publicada no DOU nº. 94, de 19 de maio de 2003, Seção 1, página 60.|Portos, Aeroportos e Fronteiras|Vigilância epidemiológica em portos, aeroportos e fronteiras (COV)|Revogado|RDC 197/2003
Fica revogada a Resolução nº 185, de 11 de julho de 2003, publicada no DOU nº 133, de 14 de julho de 2003, Seção 1, página 43.|Portos, Aeroportos e Fronteiras|Vigilância epidemiológica em portos, aeroportos e fronteiras (COV)|Revogado|RDC 198/2003
Regulamenta a Lei nº 10.702 de 2003, sobre as frases de advertência do Ministério da Saúde exibidas durante a transmissão no país de eventos esportivos e culturais internacionais.|Tabaco||Caduco|RDC 199/2003
DETERMINA A PRORROGAÇÃO ATÉ 31 DE DEZEMBRO DE 2003 DO PRAZO PREVISTO NO ITEM 4 DO ANEXO DA RESOLUÇÃO - RE Nº 198, DE 11 DE SETEMBRO DE 2001.|Alimentos||Revogado|RDC 207/2003
APROVA O REGULAMENTO TÉCNICO A SER APLICADO AOS PRODUTOS ENQUADRADOS NA CATEGORIA NEUTRALIZADOR DE ODORES, ANEXO À PRESENTE RESOLUÇÃO.|Saneantes|Regularização de neutralizadores de odores|Vigente|RDC 208/2003
Determinar a todos os estabelecimentos fabricantes de medicamentos, o cumprimento das diretrizes estabelecidas no Regulamento Técnico das Boas Práticas para a Fabricação de Medicamentos, conforme ao Anexo I da presente Resolução .|Medicamentos||Revogado|RDC 210/2003
Dispõe sobre os formulários de petição obtidos pelo peticionamento eletrônico.|Temas transversais|Peticionamento e arrecadação de Taxa de Fiscalização de Vigilância Sanitária (TFVS)|Vigente|RDC 222/2003
Institui, o modelo do Certificado de Boas Práticas de Fabricação para Saneantes Domissanitários conforme ANEXO I e Modelo de Formulário de Petição conforme ANEXO II.|Saneantes||Revogado|RDC 225/2003
Autorizar a solicitação de registro, junto ao órgão competente, dos ingredientes ativos listados nos anexos, em caráter emergencial, de acordo com recomendações técnicas.|Agrotóxicos|Critérios e exigências para avaliação e classificação toxicológica de agrotóxicos|Revogado|RDC 226/2003
Aprovar o Regulamento Técnico para Fixação de Identidade e Qualidade de Chocolate e Chocolate Branco, constante do Anexo desta Resolução|Alimentos||Revogado|RDC 227/2003
Aprovar o Regulamento Técnico para Fixação de Identidade e Qualidade de Mostarda e Mostarda Preparada, constante do Anexo desta Resolução.|Alimentos||Revogado|RDC 228/2003
Aprovar o Regulamento Técnico para Fixação de Identidade e Qualidade de Sopa|Alimentos||Revogado|RDC 229/2003
"Determina a publicação do ""Índice das monografias dos ingredientes ativos de agrotóxicos, domissanitários e preservantes de madeira"", cujo emprego encontra-se autorizado conforme descrito na monografia, de acordo com o anexo 1 desta resolução."|Agrotóxicos|Monografias de agrotóxicos|Vigente com alterações|RE 165/2003
EXIGÊNCIA É TODA DILIGÊNCIA DA ANVISA NO CURSO DA PROCESSOS NO ÂMBITO DE SUA ÁREA DE COMPETÊNCIA, DESTINADA A NOTIFICAR O INTERESSADO PARA SUPRIR, COM A APRESENTAÇÃO DE DOCUMENTOS, SUA INSTRUÇÃO.|Temas transversais||Revogado|RDC 237/2003
A importação das matérias primas, a fabricação, a distribuição, a comercialização, a prescrição médica e a aplicação dos medicamentos a base de gangliosídeos, serão totalmente controlados pela ANVISA, na forma prevista nesta Resolução.|Medicamentos||Revogado|RDC 238/2003
Dispõe sobre o parcelamento de débitos originários da aplicação de multas junto à Agência Nacional de Vigilância Sanitária – ANVISA.|Temas transversais|Peticionamento e arrecadação de Taxa de Fiscalização de Vigilância Sanitária (TFVS)|Vigente com alterações|RDC 240/2003
PRORROGA OS PRAZOS DE VIGÊNCIA DOS TERMOS DE AJUSTE E METAS - TAM, ASSINADOS ENTRE A ANVISA E OS ESTADOS-MEMBROS E DISTRITO FEDERAL ATÉ O DIA 31.03.2004, CONFORME ANEXO.|Organização e Gestão do SNVS|Financiamento do Sistema Nacional de Vigilância Sanitária|Revogado|RDC 241/2003
Composição da Câmara Técnica de Medicamentos e alterações normativas|Medicamentos|Requisitos técnicos e procedimentos administrativos para registro, pós-registro, ou notificação de medicamentos|Revogado|RDC 243/2003
Altera o item 1.6-Monografia Técnica das “Diretrizes e exigências referentes à autorização de registro, renovação de registro e extensão de uso de produtos agrotóxicos e afins – nº 1 de 09/12/91, DOU de 13/12/91”, ratificada pela Portaria SNVS nº 3 de 16/01/92.|Agrotóxicos|Critérios e exigências para avaliação e classificação toxicológica de agrotóxicos|Vigente|RDC 244/2003
Aprova o Manual Brasileiro de Acreditação de Organizações Prestadoras de Serviços de Laboratório Clínico - 1ª Edição.|Serviços de Saúde||Revogado|RDC 245/2003
Proibe, em todo o território nacional, a fabricação, distribuição ou comercialização  de produtos avaliados e registrados pela ANVISA que contenham o BENZENO, em sua composição, admitida porém, a presença dessa substância, como agente contaminante, em percentual não superior a 0,1% v/v (zero vírgula um por cento, expresso em volume por volume).|Saneantes|Proibição de substâncias em produtos saneantes domissanitários|Vigente|RDC 252/2003
Criar o Programa de Análise de Resíduos de Medicamentos Veterinários em Alimentos de Origem Animal – PAMVet.|Alimentos|Resíduos de medicamentos veterinários em alimentos de origem animal|Vigente|RDC 253/2003
Publicar a atualização do Anexo I, Listas de Substâncias Entorpecentes, Psicotrópicas, Precursoras e Outras sob Controle Especial, da Portaria SVS/MS n.º 344, de 12 de maio de 1998, Republicado no DOU Nº de 1º de fevereiro de 1999.|Temas transversais|Substâncias e medicamentos sujeitos a controle especial|Revogado|RDC 254/2003
Para fim da Resolução-RE número 893, de 29 de maio de 2003 considera-se nova apresentação quando houver alteração na quantidade ou volume da unidade farmacotécnica registrada|Medicamentos||Revogado|RE 1529/2003
Determinar a publicação das “Categorias de risco de fármacos destinados às mulheres grávidas” anexo.|Medicamentos|Bula e rotulagem de medicamentos|Vigente|RE 1548/2003
Dispõe sobre o Regulamento Técnico de Boas Práticas de Fabricação para Estabelecimentos Industrializadores de Gelados Comestíveis e a Lista de Verificação das Boas Práticas de Fabricação para Estabelecimentos Industrializadores de Gelados Comestíveis.|Alimentos|Boas Práticas de Fabricação (BPF) em estabelecimentos produtores/industrializadores de alimentos|Vigente|RDC 267/2003
Aprova, na forma do Anexo 1, as instruções para utilização da lista das Denominações Comuns Brasileiras (Anexo 1 a) e a lista das Denominações Comuns Brasileiras - DCB 2003 (Anexo 1 b) para substâncias farmacêuticas.|Farmacopeia||Revogado|RDC 268/2003
Fica prorrogada a autorização para utilização de rotinas não informatizadas quanto ao processamento e recebimento dos formulários de petição (FP) a serem entregues no âmbito da ANVISA enquanto não estiverem eletronicamente disponíveis para a área desejada no sistema de atendimento e arrecadação online ou enquanto o acesso à petição manual permanecer liberado.|Temas transversais||Revogado|RDC 275/2003
Aprova o Regulamento Técnico para Fixação de Identidade e Qualidade de Concentrado de Tomate, constante do Anexo desta Resolução.|Alimentos||Revogado|RDC 276/2003
Publica a relação de Susbtâncias Químicas de Referências certificadas, tendo em vista os resultados de estudos de Certificação interlaboratorial, coordenados pela Comissão Permanente de Revisão da Farmacopéia Brasileira, conforme anexo.|Farmacopeia|Substâncias Químicas de Referências (SQR)|Vigente|RDC 280/2003
EXIGIR como procedimento de importação para “aceite de orujo de oliva” ou óleo de bagaço e ou caroço de oliva, sem prejuízo da documentação exigida para este fim, a apresentação do laudo de análise do produto quanto à presença de hidrocarbonetos policíclicos aromáticos, especificamente o alfa-benzopireno, com identificação do lote e ou data de produção ou fabricação.|Alimentos|Contaminantes em alimentos|Vigente|RDC 281/2003
Publica a relação de Substâncias Químicas de Referências certificadas, tendo em vista os resultados de estudos de Certificação Interlaboratorial, coordenados pela Comissão Permanente de Revisão da Farmacopéia Brasileira, conforme anexo.|Farmacopeia|Substâncias Químicas de Referências (SQR)|Vigente|RDC 295/2003
Determinar que as vacinas contra gripe a serem utilizadas no Brasil no ano de 2004, somente possam ser produzidas, comercializadas ou utilizadas, se estiverem dentro das determinações e nas composições descritas nesta Resolução.|Medicamentos|Composição das vacinas influenza a serem utilizadas no Brasil|Caduco|RDC 321/2003
Aprova o REGULAMENTO TÉCNICO DE REGISTRO,  ALTERAÇÃO E REVALIDAÇÃO DE REGISTRO DOS MEDICAMENTOS PROBIÓTICOS, conforme Regulamento Técnico anexo a esta Resolução|Medicamentos|Registro e pós registro de produtos biológicos|Vigente com alterações|RDC 323/2003
Aprova o REGULAMENTO TÉCNICO DE PRODUÇÃO E CONTROLE DE QUALIDADE PARA REGISTRO, ALTERAÇÃO PÓS-REGISTRO E REVALIDAÇÃO DOS EXTRATOS ALERGÊNICOS E DOS PRODUTOS ALERGÊNICOS, conforme Regulamento Técnico anexo a esta resolução|Medicamentos||Revogado|RDC 324/2003
AUTORIZA O REGISTRO DOS INGREDIENTES ATIVOS, LISTADOS EM ANEXOS, EM CARÁTER EMERGENCIAL, DE ACORDO COM RECOMENDAÇÕES TÉCNICAS DISPONIBILIZADAS NO PROCESSO Nº 25351.052607/2003-77.|Agrotóxicos|Critérios e exigências para avaliação e classificação toxicológica de agrotóxicos|Revogado|RDC 326/2003
Dispõe sobre rotulagem de medicamentos e outras providências.|Medicamentos|Bula e Rotulagem de Medicamentos|Vigente com alterações|RDC 333/2003
CONCEDE O PRAZO DE ATÉ 19 DE JANEIRO DE 2004 PARA O CUMPRIMENTO DO USO DE LITOGRAFIA PARA A  IDENTIFICAÇÃO DO FABRICANTE DO PRODUTO PALMITO EM CONSERVA, NA LATERAL DA TAMPA METÁLICA DAS EMBALAGENS DE VIDRO.|Alimentos|Requisitos sanitários para palmito em conserva|Revogado|RDC 334/2003
Revoga as Resoluções RDC nº 104 de 31 de maio de 2001 e RDC nº 14 de 17 de janeiro de 2003. Todos os produtos fumígenos derivados do tabaco, conterão na embalagem e na propaganda, advertência ao consumidor, sobre os malefícios decorrentes do uso destes produtos.|Tabaco|Embalagem de produtos fumígenos derivados do tabaco|Revogado|RDC 335/2003
Altera o Capítulo III - Documentos Necessários à Formação de Processos de Produtos Biológicos da Resolução nº 80, de 18/03/2002, que aprova o Regulamento Técnico de Registro, Alterações e Inclusão Pós-Registro e Revalidação dos produtos Biológicos.|Medicamentos||Revogado|RDC 344/2003
Revoga a RDC nº 105 de 31 de maio de 2001, estabelece novas normas sobre o cadastro dos produtos derivados do tabaco.|Tabaco||Revogado|RDC 346/2003
Determina Normas Técnicas para o Funcionamento de Bancos de Olhos|Sangue, Tecidos, Células e Órgãos|Bancos de tecidos humanos|Revogado|RDC 347/2003
Aprovar, de forma complementar ao Anexo da Resolução CNNPA nº 24 de 1976, a utilização de enzimas na indústria de alimentos conforme Tabela.|Alimentos||Revogado|RDC 348/2003
Esta Resolução regulamenta procedimento das petições submetidas à análise pelos setores técnicos da ANVISA nos processos de registro.|Temas transversais||Revogado|RDC 349/2003
A manipulação de produtos farmacêuticos, em todas as formas farmacêuticas de uso interno, que contenham substâncias de baixo índice terapêutico, definidas no Anexo I, só será permitida aos estabelecimentos farmacêuticos que cumprirem as condições especificadas nesta Resolução e seus anexos.|Medicamentos||Revogado|RDC 354/2003
